geneid	Chr	Start	End	Strand	Length	gene	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12
slr0092	CHR	2900089	2900862	+	774	NA	250	496	316	226	131	251	105	222	0	1	2	0
slr0093	CHR	2900980	2901978	+	999	NA	1304	1878	1791	930	370	558	538	578	7	9	28	5
slr0095	CHR	2902007	2902669	+	663	NA	349	402	453	332	68	134	93	178	0	2	7	3
slr0096	CHR	2902831	2904501	+	1671	NA	776	979	785	652	225	450	575	511	3	0	4	1
slr0498	CHR	2904618	2905235	+	618	NA	208	319	400	264	107	316	246	273	4	3	7	3
sll0489	CHR	2905482	2906510	-	1029	NA	397	451	512	514	187	292	229	346	2	5	4	1
slr0500	CHR	2906797	2907429	+	633	hisB	1431	1788	1733	1396	269	551	568	423	9	7	19	5
sll0488	CHR	2907447	2908058	-	612	NA	656	798	982	890	143	390	400	323	1	4	8	2
sll0487	CHR	2908175	2909383	-	1209	NA	1960	2312	3022	2876	303	780	965	843	6	6	6	4
sll0486	CHR	2909493	2909801	-	309	NA	125	168	233	201	72	234	253	183	0	3	4	1
sll0485	CHR	2909975	2910895	-	921	NA	604	710	1129	811	245	726	392	481	2	5	3	4
sll0484	CHR	2911122	2911859	-	738	NA	1138	1766	2144	1633	324	638	645	665	6	6	8	5
slr0502	CHR	2911990	2913048	+	1059	cobW	1211	1565	1618	1210	291	543	509	604	2	4	12	1
slr0503	CHR	2913111	2914124	+	1014	NA	1872	2498	2806	2379	322	894	1036	739	22	17	25	11
slr0505	CHR	2914185	2914706	+	522	NA	308	333	362	354	38	104	102	102	0	3	1	0
slr0506	CHR	2914828	2915796	+	969	NA	1983	3109	5627	4570	729	1808	1419	895	12	10	12	1
sll0482	CHR	2915853	2917010	-	1158	NA	2069	2684	4388	3686	345	811	803	668	11	10	10	6
sll0481	CHR	2916997	2917464	-	468	NA	1046	1435	2015	1974	166	551	543	391	5	11	13	3
sll0480	CHR	2917536	2918774	-	1239	NA	7986	9850	12128	10688	591	2429	2972	2083	26	19	32	7
slr0509	CHR	2918957	2919574	+	618	NA	221	368	374	358	117	286	257	258	2	3	2	0
slr0510	CHR	2919706	2921223	+	1518	NA	443	566	566	370	216	539	256	476	3	0	0	0
slr0511	CHR	2921660	2922439	+	780	NA	137	172	134	124	170	511	129	358	1	0	1	2
sll0479	CHR	2922907	2923359	-	453	NA	191	258	215	161	62	178	58	167	0	2	0	0
sll0478	CHR	2923356	2923799	-	444	NA	159	236	257	192	104	178	114	208	0	0	0	1
sll0477	CHR	2923803	2924567	-	765	NA	525	724	954	850	159	408	279	356	3	2	4	2
slr0513	CHR	2924779	2925819	+	1041	NA	7865	10172	17007	16204	433	1993	1127	653	3	4	22	6
slr0514	CHR	2925992	2926786	+	795	NA	1236	1401	1791	1392	220	327	227	459	1	1	2	0
slr0516	CHR	2926783	2927283	+	501	NA	1263	2353	2433	1227	198	282	155	260	0	4	2	0
sll0474	CHR	2927280	2929700	-	2421	NA	617	927	1127	843	275	667	435	706	4	4	5	1
sll0473	CHR	2929703	2930692	-	990	NA	288	455	666	464	181	342	360	385	0	4	5	1
slr0517	CHR	2930768	2931382	+	615	NA	556	538	625	493	95	315	306	231	4	2	11	1
slr0519	CHR	2932211	2932513	+	303	purS	481	608	631	739	76	252	366	295	2	3	5	1
slr0520	CHR	2932510	2933184	+	675	purQ	1619	2469	3093	2930	178	534	846	527	7	7	8	0
slr0521	CHR	2933243	2934172	+	930	NA	739	948	787	789	145	430	424	415	1	3	3	2
slr0522	CHR	2934430	2935320	+	891	NA	382	589	321	304	82	201	177	173	3	0	3	0
sll0471	CHR	2935471	2937525	-	2055	NA	4368	5788	2426	1985	294	539	1357	965	3	9	12	3
sll0470	CHR	2937748	2938308	-	561	NA	4328	6226	4898	4988	463	1235	3837	1680	20	20	66	16
sll0469	CHR	2938630	2939631	-	1002	NA	5261	5531	8413	8751	1030	3635	5525	3194	23	34	49	12
slr0523	CHR	2939802	2940515	+	714	bioD	1631	2307	2062	1249	240	565	768	573	4	5	7	4
sll0467	CHR	2940566	2941666	-	1101	queA	1910	2746	2791	1930	172	357	320	484	1	3	7	0
sll0597	CHR	2941756	2942883	-	1128	NA	979	1372	1578	1399	256	624	666	754	9	3	9	0
sll0596	CHR	2943000	2943734	-	735	NA	350	457	372	393	161	432	288	295	0	6	8	0
sll0595	CHR	2943770	2944201	-	432	NA	320	472	570	419	95	216	187	210	1	1	5	2
sll0594	CHR	2944272	2944889	-	618	NA	791	1281	1557	1026	181	396	430	368	2	5	6	2
sll0593	CHR	2945070	2946137	-	1068	glk	754	899	1604	1520	405	929	717	734	8	3	7	3
slr0615	CHR	2946344	2948086	+	1743	NA	2548	3262	3930	3563	741	1777	2108	1599	11	6	38	9
slr0616	CHR	2948563	2949819	+	1257	NA	1154	1512	391	406	172	402	222	400	41	40	60	21
ssr1038	CHR	2950107	2950343	+	237	NA	348	620	1459	1072	227	510	72	170	13	17	37	8
slr0617	CHR	2951099	2952454	+	1356	NA	946	1476	1555	1100	532	811	650	667	13	6	10	7
sll0590	CHR	2952561	2954255	-	1695	NA	281	432	382	344	351	776	292	648	2	7	3	1
slr0618	CHR	2954593	2956089	+	1497	cobQ	788	1096	1195	1070	286	693	555	653	9	12	28	5
slr0619	CHR	2956107	2957153	+	1047	NA	1221	1434	1438	1476	204	494	651	560	4	4	9	3
ssr1041	CHR	2957125	2957364	+	240	NA	246	317	367	329	34	76	77	108	2	2	1	0
sll0588	CHR	2957479	2957901	-	423	NA	2412	2344	4001	3075	1047	2452	1783	1303	15	8	29	7
sll0587	CHR	2958036	2959487	-	1452	pyk	707	987	1071	864	279	615	515	671	5	2	8	3
sll0586	CHR	2959530	2960756	-	1227	NA	631	970	875	456	182	328	201	406	3	3	2	0
slr0623	CHR	2961120	2961443	+	324	trxA	3235	3124	5941	6664	1505	9323	10118	4339	57	49	119	29
sll0585	CHR	2961619	2962647	-	1029	NA	2130	2501	3048	2598	442	900	1497	957	9	7	29	5
sll0584	CHR	2962706	2963227	-	522	NA	378	448	557	568	227	491	470	494	7	6	31	6
slr0624	CHR	2963397	2964512	+	1116	wecB	1842	2002	3223	3060	544	2148	2799	1416	6	10	11	3
slr0625	CHR	2964570	2966033	+	1464	NA	1710	2656	2462	2039	267	839	1197	899	2	6	5	1
sll0109	CHR	2966154	2966537	-	384	aroH	390	497	465	460	175	561	460	420	6	4	10	1
slr0626	CHR	2966741	2967931	+	1191	NA	922	1386	956	910	185	546	582	629	3	2	11	2
slr0099	CHR	2968175	2969188	+	1014	NA	225	366	255	185	439	970	323	512	3	4	3	1
sll0108	CHR	2969677	2971200	-	1524	NA	22614	28389	11773	9957	3213	7435	32308	16483	62	49	54	22
sll0107	CHR	2971475	2972167	-	693	NA	534	629	628	473	117	291	325	255	3	1	1	1
slr0103	CHR	2972215	2973222	+	1008	NA	381	464	525	443	263	578	552	521	6	9	18	8
slr0104	CHR	2973268	2975703	+	2436	NA	1947	2512	2805	2494	546	1245	1362	1280	11	9	20	5
sll0103	CHR	2975741	2977003	-	1263	NA	1319	1626	2406	1921	695	1205	1241	1100	10	8	40	6
sll0102	CHR	2977086	2978162	-	1077	NA	588	811	1039	859	235	552	649	702	5	0	5	0
slr0105	CHR	2978508	2979896	+	1389	NA	451	573	958	857	297	1116	867	1018	5	11	7	0
slr0106	CHR	2979896	2980600	+	705	NA	349	630	887	753	105	430	378	391	6	10	9	4
sll0101	CHR	2980659	2980967	-	309	NA	363	565	671	480	57	235	197	222	2	3	6	0
sll0100	CHR	2981009	2982190	-	1182	NA	540	827	973	728	160	338	276	391	5	5	22	6
sll0099	CHR	2982289	2983566	-	1278	NA	186	248	435	327	143	270	164	342	1	2	0	0
sll0098	CHR	2983695	2984747	-	1053	rlmN	1389	2523	3987	2738	480	866	975	943	15	13	11	2
ST6803t36	CHR	2984874	2984945	+	72	NA	62	73	81	106	8	177	328	365	9	7	17	5
slr0108	CHR	2984991	2986241	+	1251	NA	771	771	812	714	287	492	444	699	0	1	5	2
slr0109	CHR	2986238	2987194	+	957	NA	392	537	651	582	195	359	364	394	4	3	8	1
sll0096	CHR	2987263	2988609	-	1347	NA	1235	1776	2133	1600	346	642	791	764	1	7	8	5
sll0095	CHR	2988807	2990510	-	1704	NA	368	483	448	327	215	448	360	545	2	7	7	6
sll0094	CHR	2990525	2991898	-	1374	NA	224	311	335	332	267	495	431	574	3	3	6	4
slr0110	CHR	2992055	2992690	+	636	NA	1072	1278	1305	1049	197	550	783	436	8	8	5	1
slr0111	CHR	2992802	2993323	+	522	NA	556	713	638	547	179	438	624	432	3	2	1	1
slr0112	CHR	2993511	2994062	+	552	NA	1249	1399	931	929	255	418	1562	700	10	4	14	5
slr0114	CHR	2994188	2995717	+	1530	NA	996	1560	665	503	303	604	680	631	5	5	6	4
slr0115	CHR	2995908	2996633	+	726	rpaA	1503	2014	2081	1662	162	540	901	667	3	5	9	2
slr0116	CHR	2996695	2997441	+	747	NA	679	875	1002	951	106	478	440	421	4	11	4	3
slr0118	CHR	2999181	3000560	+	1380	thiC	9320	10268	14184	12705	1462	5164	7936	5039	34	35	62	15
slr0119	CHR	3000786	3001742	+	957	NA	333	507	716	664	108	333	303	389	5	4	4	3
slr0120	CHR	3002075	3002797	+	723	NA	198	211	338	290	54	135	83	147	1	2	5	0
slr0121	CHR	3002966	3004453	+	1488	NA	846	932	1161	1036	231	579	388	575	9	7	11	2
sll0290	CHR	3004454	3006640	-	2187	ppk1	1150	1479	2051	1709	686	1461	1110	1285	12	13	13	2
ssl0546	CHR	3007280	3007573	-	294	minE	582	882	950	823	124	260	440	348	0	5	2	0
sll0289	CHR	3007631	3008431	-	801	minD	1469	1725	1615	1612	163	364	551	513	5	6	7	1
sll0288	CHR	3008508	3009251	-	744	minC	820	967	745	693	126	331	379	368	3	1	3	4
slr0298	CHR	3009463	3010095	+	633	NA	348	343	509	564	291	531	672	629	4	3	17	5
slr0299	CHR	3010157	3010864	+	708	NA	359	395	444	400	76	266	211	239	4	3	9	2
slr0300	CHR	3010840	3011424	+	585	NA	260	481	496	335	116	334	232	304	7	4	12	3
slr0301	CHR	3011672	3014128	+	2457	ppsA	622	825	3518	2889	2212	2382	2054	1737	7	10	19	4
slr0302	CHR	3014390	3016696	+	2307	NA	568	748	869	687	313	701	472	741	2	4	8	1
slr0303	CHR	3017183	3018151	+	969	arsM	397	623	715	701	141	432	319	420	0	2	1	0
slr0304	CHR	3018204	3019214	+	1011	arsS	440	576	1042	773	249	810	627	700	2	3	1	2
slr0305	CHR	3019261	3019890	+	630	NA	139	266	334	273	85	168	128	184	0	0	1	0
slr0306	CHR	3020301	3021821	+	1521	NA	922	1342	1346	1052	255	586	493	544	6	1	6	3
sll0286	CHR	3021893	3022408	-	516	NA	822	1239	1200	957	85	246	305	270	4	2	6	2
sll0284	CHR	3022532	3024271	-	1740	NA	798	1173	1295	1088	335	708	559	901	5	4	6	2
sll0283	CHR	3024508	3025746	-	1239	NA	103	144	247	208	128	455	149	371	2	4	1	0
slr0309	CHR	3026236	3027657	+	1422	NA	146	158	181	159	266	484	202	531	3	6	15	2
sll0282	CHR	3028501	3029466	-	966	NA	69	58	52	83	161	352	113	328	0	0	0	0
sll0281	CHR	3029483	3030655	-	1173	NA	169	267	267	176	224	457	134	386	0	1	1	0
sll0280	CHR	3030725	3031828	-	1104	NA	86	111	103	80	171	356	74	384	0	5	3	1
slr0311	CHR	3032496	3034775	+	2280	NA	466	652	727	579	473	1134	632	1108	3	1	1	1
slr0312	CHR	3034783	3035412	+	630	NA	337	338	375	347	215	462	335	426	2	3	8	4
slr0313	CHR	3035634	3036191	+	558	NA	57	47	44	56	54	193	70	128	1	1	5	0
slr0314	CHR	3036234	3037064	+	831	NA	56	67	36	57	175	372	90	311	0	0	1	0
slr0315	CHR	3037310	3038044	+	735	NA	111	147	162	134	89	232	67	175	0	0	3	0
slr0316	CHR	3038375	3039166	+	792	NA	157	168	160	197	140	324	131	309	0	1	4	3
slr0317	CHR	3039858	3040721	+	864	NA	173	227	236	248	172	359	131	346	1	3	1	1
slr0318	CHR	3041014	3041415	+	402	NA	308	435	488	603	126	391	274	303	1	1	1	0
slr0319	CHR	3041494	3042408	+	915	blaOXA	789	930	1047	897	321	992	479	629	4	5	11	2
slr0786	CHR	3042789	3043613	+	825	map	352	533	190	159	168	322	71	315	0	0	0	0
slr0787	CHR	3044833	3045852	+	1020	NA	433	603	915	504	202	369	199	332	2	2	8	1
slr0788	CHR	3045877	3047265	+	1389	NA	102	164	163	123	199	365	178	424	1	1	2	1
slr0789	CHR	3047909	3048271	+	363	NA	125	182	233	260	82	206	108	200	2	6	15	3
slr0790	CHR	3048399	3048635	+	237	NA	81	83	88	92	14	69	14	47	1	0	4	1
sll0798	CHR	3048902	3050266	-	1365	NA	276	313	239	225	117	316	199	342	3	3	4	1
sll0797	CHR	3050263	3050967	-	705	NA	167	189	128	104	182	286	114	347	0	1	1	0
slr0793	CHR	3051089	3051733	+	645	NA	20	53	20	17	72	106	28	152	0	1	0	1
slr0794	CHR	3051772	3054936	+	3165	NA	283	432	307	224	511	920	349	1063	6	5	10	4
slr0795	CHR	3055016	3055699	+	684	NA	84	150	128	118	97	178	73	191	0	0	0	1
slr0796	CHR	3055814	3057151	+	1338	NA	289	380	385	236	214	330	144	446	1	1	2	2
sll0794	CHR	3057217	3058329	-	1113	NA	341	405	433	435	214	498	309	471	1	2	6	2
slr0797	CHR	3058411	3060339	+	1929	NA	298	432	400	320	424	557	152	689	0	1	1	0
sll0793	CHR	3060469	3060795	-	327	NA	253	492	265	145	32	144	68	136	0	0	0	1
sll0792	CHR	3060807	3061205	-	399	ziaR	255	439	275	208	110	208	155	261	2	2	2	0
slr0798	CHR	3061357	3063522	+	2166	cadA	552	693	577	525	492	1000	730	1025	4	4	5	1
sll0790	CHR	3063549	3064925	-	1377	NA	1196	1673	956	776	178	383	819	909	0	4	0	0
sll0789	CHR	3064912	3065610	-	699	NA	2827	3688	3236	2706	152	319	2386	2055	4	3	3	2
sll0788	CHR	3065617	3066207	-	591	NA	4959	5601	4940	4765	281	507	7909	6356	6	5	19	8
ssl1464	CHR	3067358	3067648	-	291	NA	43	47	40	41	55	125	315	267	0	2	0	0
sll0787	CHR	3067652	3068620	-	969	NA	54	86	41	43	114	256	431	446	0	0	1	0
sll0786	CHR	3068630	3069148	-	519	NA	26	38	23	24	101	210	500	478	0	0	0	1
sll0785	CHR	3069162	3070250	-	1089	NA	185	228	104	79	166	316	1677	943	1	1	2	1
sll0784	CHR	3070281	3071306	-	1026	NA	1000	1414	204	157	115	196	3037	1277	0	0	0	2
sll0783	CHR	3071459	3071941	-	483	NA	2874	5041	838	562	185	216	6602	3482	0	0	1	0
slr0801	CHR	3072406	3073656	+	1251	NA	752	1043	130	110	169	311	1851	912	2	0	1	2
sll0782	CHR	3073629	3074738	-	1110	NA	306	327	86	72	127	294	285	392	0	1	1	0
sll0781	CHR	3075110	3075577	-	468	NA	406	594	602	548	166	332	568	488	1	5	1	1
sll0779	CHR	3075896	3078550	-	2655	NA	642	746	755	654	507	1064	774	1070	5	12	21	3
sll0778	CHR	3078838	3081204	-	2367	NA	161	171	163	151	218	549	203	546	5	3	0	1
sll0777	CHR	3081264	3082133	-	870	NA	62	73	90	69	267	463	178	472	2	0	5	0
sll0776	CHR	3082151	3083668	-	1518	NA	193	286	428	349	207	570	246	433	1	2	2	2
sll0775	CHR	3083746	3084123	-	378	NA	21	39	65	50	66	154	53	127	1	1	3	1
slr0697	CHR	3084677	3088435	+	3759	NA	616	756	959	845	450	1116	677	1147	2	4	12	1
slr0698	CHR	3088419	3088883	+	465	NA	111	146	160	133	34	122	100	117	1	2	0	0
slr0699	CHR	3089093	3089515	+	423	NA	63	95	120	90	55	155	118	124	0	0	0	0
slr0700	CHR	3089656	3091014	+	1359	NA	203	324	302	284	164	562	289	545	3	2	1	2
slr0701	CHR	3091244	3091657	+	414	NA	68	87	60	71	65	136	72	122	0	0	0	0
slr0702	CHR	3091764	3093017	+	1254	NA	282	244	198	204	256	624	402	537	2	4	2	0
sll0678	CHR	3093408	3093845	-	438	NA	5	15	10	6	33	109	34	98	0	1	1	0
sll0677	CHR	3093908	3094693	-	786	NA	172	260	241	165	200	543	111	337	0	0	4	0
sll0676	CHR	3095044	3095586	-	543	NA	78	108	145	121	103	257	155	233	1	0	1	0
ssr1175	CHR	3096048	3096329	+	282	NA	121	219	236	144	93	285	209	165	0	2	0	0
slr0703	CHR	3096388	3097173	+	786	NA	146	262	188	175	218	562	117	357	2	0	3	1
ssr1176	CHR	3098308	3098718	+	411	NA	173	269	223	116	38	163	50	103	0	1	2	0
sll0672	CHR	3098729	3101566	-	2838	NA	1580	2303	2714	2006	488	1250	1214	1223	27	18	24	9
sll0671	CHR	3101820	3102962	-	1143	corA	43	93	96	70	186	409	108	377	1	2	1	0
sll0670	CHR	3103070	3103486	-	417	NA	14	26	22	18	50	217	60	105	0	0	0	0
slr0707	CHR	3104142	3107102	+	2961	polA	1604	2091	2253	1970	582	1704	1193	1508	7	10	8	4
slr0708	CHR	3107285	3108493	+	1209	NA	783	822	1838	1715	512	1353	2079	1171	20	10	16	4
sll0667	CHR	3108819	3109761	-	943	NA	188	318	267	192	504	827	287	396	4	4	2	3
sll0664	CHR	3110910	3111830	-	921	NA	61	95	50	45	49	229	125	212	1	0	3	0
slr0709	CHR	3111996	3112388	+	393	NA	597	646	692	697	122	310	304	251	1	3	6	2
slr0710	CHR	3112517	3113803	+	1287	gdhA	4137	5785	9476	8603	1078	2410	2780	1689	13	19	16	7
slr0711	CHR	3113874	3114287	+	414	queF	865	903	1469	1374	191	435	455	418	6	3	14	3
slr0712	CHR	3114479	3115447	+	969	NA	1661	1773	2214	2101	173	556	514	552	9	4	13	4
sll0662	CHR	3115572	3115973	-	402	NA	3405	4549	6863	5993	604	1646	1411	1120	30	30	88	17
sll0661	CHR	3115973	3116359	-	387	NA	2473	3222	4689	4833	1198	4834	3571	3177	33	21	104	31
ssl1263	CHR	3116440	3116682	-	243	NA	1648	1716	2344	2168	2424	3441	2244	1890	21	21	78	32
sll0660	CHR	3117042	3118091	-	1050	pdxA	265	271	261	259	176	397	212	310	1	2	1	0
smr0003	CHR	3118192	3118302	+	111	NA	100	138	240	209	55	280	339	208	3	1	3	1
slr0713	CHR	3118391	3119515	+	1125	tgt	1936	2215	2878	2512	251	674	929	571	12	5	10	2
sll0659	CHR	3119608	3121176	-	1569	NA	713	1050	1073	854	218	553	568	559	4	6	5	4
sll0658	CHR	3121193	3121687	-	495	NA	858	1146	1012	755	101	292	299	264	1	3	4	2
ssl1255	CHR	3121684	3121953	-	270	NA	491	917	959	709	229	728	679	427	1	3	7	4
sll0657	CHR	3121972	3123069	-	1098	mraY	983	1304	1437	1061	227	568	630	583	4	4	13	4
slr0765	CHR	3123182	3125035	+	1854	NA	1844	1858	2107	1899	413	1317	1017	964	6	9	21	3
sll0745	CHR	3125045	3126199	-	1155	NA	441	521	654	549	289	606	476	543	4	4	7	2
sll0744	CHR	3126311	3127342	-	1032	NA	169	215	345	318	466	907	592	760	1	1	5	0
sll0743	CHR	3127364	3127846	-	483	NA	24	31	76	57	73	255	134	156	1	1	2	0
sll0742	CHR	3127864	3128313	-	450	NA	113	122	241	183	164	341	237	224	1	1	3	0
sll0741	CHR	3128387	3131986	-	3600	nifJ	435	579	1743	1507	692	1111	695	942	5	8	5	2
sll0740	CHR	3132577	3133284	-	708	NA	203	336	446	406	334	935	906	729	10	3	7	2
sll0739	CHR	3133291	3135138	-	1848	modB	218	241	283	258	308	528	219	534	1	4	5	0
sll0738	CHR	3135185	3135997	-	813	modA	380	485	556	379	142	236	111	273	3	2	1	1
sll0737	CHR	3136019	3138604	-	2586	NA	752	968	1167	1034	350	850	579	845	0	5	11	3
sll0048	CHR	3138917	3139855	-	939	NA	2022	2239	3194	2890	910	1887	2477	1778	11	12	41	14
slr0022	CHR	3140307	3140678	+	372	NA	296	368	324	390	172	360	328	324	2	1	2	3
sll0045	CHR	3140713	3142875	-	2163	NA	665	942	744	624	393	772	368	710	2	4	12	5
slr0023	CHR	3143011	3143571	+	561	NA	348	419	432	414	124	276	230	313	2	0	4	0
sll0044	CHR	3143696	3144181	-	486	NA	492	573	858	787	140	272	349	336	1	3	0	0
sll0043	CHR	3144213	3148421	-	4209	NA	6044	10001	15251	9590	2126	3324	4000	4116	20	24	28	7
sll0042	CHR	3148438	3148929	-	492	NA	1419	1640	2804	2510	397	1167	1257	869	4	6	8	0
sll0041	CHR	3148975	3151977	-	3003	NA	9870	12133	26127	21747	2647	5314	5719	4584	44	37	85	20
sll0040	CHR	3152239	3152817	-	579	NA	1939	2260	3827	3449	343	831	885	757	27	15	58	17
sll0039	CHR	3152955	3153314	-	360	NA	1512	1923	3183	2654	321	1080	1095	769	14	7	19	6
sll0038	CHR	3153452	3154660	-	1209	NA	3399	4015	6607	6335	1066	2341	2366	1646	18	19	42	28
slr0031	CHR	3154910	3156664	+	1755	NA	1649	2245	3165	2459	713	1744	1598	1407	9	12	32	9
slr0032	CHR	3156760	3157677	+	918	NA	3627	4036	5307	4809	553	1397	2296	1467	15	18	35	6
slr0033	CHR	3157734	3158048	+	315	gatC	1560	1839	2885	2199	418	988	1796	1013	9	7	13	2
sll0037	CHR	3158106	3159116	-	1011	NA	4145	5603	6482	5192	447	1013	1686	1143	15	7	28	10
sll0036	CHR	3159350	3160651	-	1302	mgsA	754	802	1043	989	173	372	264	475	3	5	14	0
slr0036	CHR	3160723	3161886	+	1164	NA	324	404	401	362	179	427	250	477	3	4	9	0
sll0034	CHR	3161899	3162675	-	777	NA	916	938	1015	884	92	181	264	259	4	3	4	1
sll0033	CHR	3162738	3164243	-	1506	crtH	1782	2243	2688	2317	286	640	738	734	2	5	14	1
sll0031	CHR	3164404	3165591	-	1188	NA	721	776	864	670	278	554	351	435	7	6	9	0
slr0038	CHR	3166050	3166448	+	399	NA	1218	1428	2076	1901	253	547	684	556	10	5	17	6
slr0039	CHR	3166607	3167680	+	1074	NA	2162	2707	3806	3686	433	1177	1676	1227	10	10	19	5
sll0030	CHR	3167887	3168801	-	915	cmpR	387	526	651	571	125	297	160	312	2	0	3	0
slr0040	CHR	3169054	3170412	+	1359	NA	124	154	176	110	142	274	116	400	43	31	382	106
slr0041	CHR	3170475	3171317	+	843	ntrB	39	58	51	57	72	164	55	266	15	12	187	56
slr0042	CHR	3171428	3173158	+	1731	NA	193	253	186	172	220	418	249	532	25	15	309	81
slr0043	CHR	3173335	3175338	+	2004	NA	252	364	250	228	204	367	193	456	17	8	223	55
slr0044	CHR	3175411	3176259	+	849	NA	537	833	1023	798	250	377	182	461	10	10	137	42
sll0027	CHR	3176543	3178066	-	1524	NA	3191	4316	4271	4125	708	1815	1632	1478	16	7	44	13
sll0026	CHR	3178231	3180135	-	1905	NA	3863	5378	6566	6365	659	2096	1837	1581	26	15	25	7
sll0518	CHR	3180380	3181414	-	1035	NA	5691	7029	7576	6395	869	2730	3403	2371	9	8	21	12
sll0517	CHR	3181708	3182013	-	306	NA	19433	27246	50748	49222	1493	5452	7464	4841	53	47	34	7
slr0525	CHR	3182315	3183007	+	693	bchM	2096	3086	2821	1949	202	468	573	481	8	7	6	4
slr0526	CHR	3183014	3183796	+	783	panB	1142	1533	1525	1227	119	328	406	348	2	2	1	3
slr0527	CHR	3183873	3184571	+	699	queC	767	921	990	773	139	325	319	380	0	1	2	1
slr0528	CHR	3184733	3186250	+	1518	NA	1879	2365	2367	2222	257	639	727	591	5	4	9	2
sll0514	CHR	3186379	3188043	-	1665	NA	2500	3061	3686	3264	327	755	894	874	11	11	15	12
slr0529	CHR	3188483	3189748	+	1266	NA	478	606	599	520	285	569	265	645	2	0	5	1
slr0530	CHR	3189797	3190768	+	972	NA	412	683	547	554	91	308	161	360	3	1	7	0
slr0531	CHR	3190768	3191664	+	897	NA	1102	1434	1283	974	152	338	380	418	1	4	5	2
sll0513	CHR	3191661	3192476	-	816	NA	2024	2795	2407	2052	318	1255	1107	1123	8	4	15	2
slr0533	CHR	3192782	3193900	+	1119	NA	405	539	611	478	216	334	157	367	4	5	20	0
slr0534	CHR	3194023	3196542	+	2520	NA	5255	6659	7524	6752	1209	3392	4311	3173	14	16	17	10
slr0535	CHR	3196783	3198624	+	1842	NA	4323	5894	6827	5835	996	2429	2364	1724	12	23	73	21
slr0536	CHR	3198731	3199783	+	1053	hemE	6411	7875	13942	13506	900	3239	3489	2347	18	14	26	8
sll0509	CHR	3199930	3200838	-	909	NA	1000	1241	2218	1921	232	620	424	453	2	0	3	1
sll0508	CHR	3200940	3201452	-	513	NA	198	198	213	185	76	239	99	201	2	3	3	1
slr0537	CHR	3201688	3202689	+	1002	NA	3358	4824	3980	3702	223	601	827	699	16	9	14	7
sll0507	CHR	3202699	3203862	-	1164	corA	1081	1264	1399	1342	246	850	741	857	3	7	5	2
sll0506	CHR	3203994	3204743	-	750	uppS	794	1330	1291	1348	152	324	566	432	4	7	7	3
sll0505	CHR	3204740	3205651	-	912	cdaA	1309	1350	2312	1875	343	797	1028	879	4	3	6	2
sll0504	CHR	3205694	3207103	-	1410	lysA	4464	5021	9583	8991	623	1707	2808	2164	20	14	19	12
sll0503	CHR	3207272	3208696	-	1425	NA	1279	1924	1738	1091	221	502	447	491	7	14	21	6
sll0502	CHR	3208698	3210452	-	1755	argS	2058	3455	3093	2355	575	1159	1470	1223	9	7	17	3
sll0501	CHR	3210650	3211606	-	957	gtrB	227	260	245	245	161	446	257	406	1	1	7	2
slr0541	CHR	3211808	3212518	+	711	NA	430	500	499	502	117	288	262	269	4	2	7	5
slr0542	CHR	3212598	3213194	+	597	clpP	5850	7097	8522	6081	543	2396	3516	2215	15	12	43	16
slr0543	CHR	3213272	3214510	+	1239	trpB	6845	10120	12655	8796	1076	2269	3747	2600	18	19	54	27
sll0499	CHR	3214581	3217553	-	2973	NA	836	1055	1449	1186	511	1057	663	1155	10	2	5	1
slr0544	CHR	3217855	3218655	+	801	NA	584	765	893	893	236	494	548	466	2	5	20	5
sll0498	CHR	3218679	3219131	-	453	NA	554	507	669	630	121	240	334	247	6	3	17	3
sll0497	CHR	3219158	3219979	-	822	NA	439	565	970	904	215	445	433	427	2	2	7	0
slr0545	CHR	3220162	3221106	+	945	NA	252	297	221	190	150	273	178	252	1	0	13	1
sll0496	CHR	3221251	3222432	-	1182	NA	856	1111	711	686	238	484	493	674	3	7	4	3
sll0495	CHR	3222476	3223864	-	1389	asnS	2273	3351	3142	2550	263	719	1323	842	6	4	4	3
ST6803t37	CHR	3224057	3224138	+	82	NA	33	34	37	116	66	343	486	248	10	3	8	5
ST6803t38	CHR	3224147	3224218	+	72	NA	147	177	123	229	20	542	1036	1097	24	33	41	23
sll0494	CHR	3224429	3225409	-	981	NA	1253	1816	1313	817	122	536	429	406	8	6	4	1
sll0493	CHR	3225628	3226314	-	687	NA	676	909	749	365	174	245	252	281	3	6	2	4
sll0902	CHR	3226340	3227266	-	927	argF	1837	2188	2333	2095	679	1150	1286	926	9	6	13	3
sll0901	CHR	3227379	3227909	-	531	purE	505	584	565	511	118	265	239	245	0	1	4	5
slr0925	CHR	3228010	3228375	+	366	NA	1256	1083	2170	2441	564	1271	1963	1058	8	11	20	5
slr0926	CHR	3228712	3229590	+	879	NA	1311	1588	2142	2043	345	741	1369	1016	1	4	15	3
slr0927	CHR	3229780	3230838	+	1059	psbD	63905	75652	61816	57755	14372	49589	44963	40161	348	300	2257	682
slr0929	CHR	3230963	3231550	+	588	NA	1485	1665	1661	1462	151	441	492	441	5	8	11	1
